date,username,feature,sessions,time spent,average time spent
2018-07-20,skelly,Reporting,15,27,1.8
2018-07-20,jhuang,Roadmap,13,45,3.461538462
2018-07-21,akeller,Saga Creation,13,29,2.230769231
2018-07-21,ncooke,Reporting,14,16,1.142857143
2018-07-21,chenson,Roadmap,15,57,3.8
2018-07-21,prubio,Account Managment,16,12,0.75
2018-07-22,jbarajas,Task Creation,14,17,1.214285714
2018-07-22,yfriedman,Reporting,14,15,1.071428571
2018-07-22,kreese,Saga Creation,15,30,2
2018-07-22,kgalloway,Account Managment,13,9,0.6923076923
2018-07-22,kgalloway,Automation,16,5,0.3125
2018-07-23,evega,Account Managment,13,18,1.384615385
2018-07-23,atucker,Saga Creation,16,21,1.3125
2018-07-23,nphillips,Task Creation,13,28,2.153846154
2018-07-23,nclarke,Reporting,14,35,2.5
2018-07-23,kalvarado,Automation,17,4,0.2352941176
2018-07-23,zmack,Roadmap,14,53,3.785714286
2018-07-24,kkane,Task Creation,16,20,1.25
2018-07-24,twright,Roadmap,16,47,2.9375
2018-07-24,kvilla,Account Managment,13,7,0.5384615385
2018-07-24,kreese,Saga Creation,15,17,1.133333333
2018-07-24,jnicholson,Reporting,16,29,1.8125
2018-07-24,ahanna,Automation,17,20,1.176470588
2018-07-25,ggiles,Roadmap,15,45,3
2018-07-25,jbeasley,Task Creation,17,27,1.588235294
2018-07-25,oherman,Reporting,14,33,2.357142857
2018-07-25,sshepard,Saga Creation,14,34,2.428571429
2018-07-25,sshepard,Automation,17,16,0.9411764706
2018-07-25,trusso,Account Managment,13,25,1.923076923
2018-07-26,awoodward,Automation,16,9,0.5625
2018-07-26,atucker,Task Creation,15,22,1.466666667
2018-07-26,chodge,Reporting,17,27,1.588235294
2018-07-26,ewaller,Saga Creation,14,29,2.071428571
2018-07-26,bhensley,Account Managment,16,18,1.125
2018-07-26,ablackwell,Roadmap,16,56,3.5
2018-07-27,gcarroll,Automation,16,2,0.125
2018-07-27,kkane,Roadmap,17,51,3
2018-07-27,mbarron,Reporting,16,21,1.3125
2018-07-28,mkelley,Saga Creation,14,32,2.285714286
2018-07-28,trusso,Task Creation,15,26,1.733333333
2018-07-28,nlane,Account Managment,15,11,0.7333333333
2018-07-28,ewaller,Reporting,14,24,1.714285714
2018-07-28,cvillarreal,Automation,15,4,0.2666666667
2018-07-29,awoodward,Saga Creation,13,33,2.538461538
2018-07-29,oherman,Reporting,14,27,1.928571429
2018-07-29,mmayer,Roadmap,16,54,3.375
2018-07-29,jnicholson,Account Managment,16,15,0.9375
2018-07-29,mgonzalez,Automation,16,11,0.6875
2018-07-30,rconway,Task Creation,14,27,1.928571429
2018-07-30,kashley,Account Managment,13,18,1.384615385
2018-07-30,cvillarreal,Saga Creation,13,26,2
2018-07-30,ggiles,Reporting,17,32,1.882352941
2018-07-30,kreese,Roadmap,14,59,4.214285714
2018-07-31,afuentes,Roadmap,17,55,3.235294118
2018-07-31,bedwards,Account Managment,16,11,0.6875
2018-07-31,zhodges,Saga Creation,16,21,1.3125
2018-07-31,yfriedman,Automation,14,0,0
2018-07-31,gcarroll,Task Creation,17,14,0.8235294118
2018-08-01,afuentes,Saga Creation,11,31,2.818181818
2018-08-01,kcarr,Automation,16,13,0.8125
2018-08-01,lbuck,Account Managment,9,17,1.888888889
2018-08-01,greilly,Reporting,10,32,3.2
2018-08-01,ahernandez,Task Creation,14,21,1.5
2018-08-02,sshepard,Roadmap,8,53,6.625
2018-08-02,jgreen,Reporting,11,20,1.818181818
2018-08-02,kvilla,Saga Creation,9,18,2
2018-08-02,swise,Task Creation,15,25,1.666666667
2018-08-03,edillon,Reporting,9,21,2.333333333
2018-08-03,swise,Account Managment,11,19,1.727272727
2018-08-03,bedwards,Saga Creation,9,34,3.777777778
2018-08-03,lwheeler,Task Creation,17,15,0.8823529412
2018-08-03,cpetersen,Automation,14,15,1.071428571
2018-08-04,aosborn,Roadmap,12,56,4.666666667
2018-08-04,kdurham,Saga Creation,11,29,2.636363636
2018-08-04,yfriedman,Automation,17,5,0.2941176471
2018-08-04,kalvarado,Reporting,9,18,2
2018-08-04,acombs,Task Creation,13,20,1.538461538
2018-08-05,chenson,Automation,16,1,0.0625
2018-08-05,atucker,Saga Creation,8,32,4
2018-08-05,nclarke,Reporting,9,24,2.666666667
2018-08-05,jnicholson,Roadmap,11,59,5.363636364
2018-08-05,acombs,Task Creation,14,20,1.428571429
2018-08-05,amcintyre,Account Managment,10,8,0.8
2018-08-06,ggiles,Task Creation,17,25,1.470588235
2018-08-06,bcastaneda,Automation,15,4,0.2666666667
2018-08-06,mkelley,Roadmap,9,43,4.777777778
2018-08-06,dbriggs,Account Managment,9,9,1
2018-08-06,gcarroll,Saga Creation,12,18,1.5
2018-08-07,kvilla,Account Managment,12,23,1.916666667
2018-08-07,edillon,Automation,13,11,0.8461538462
2018-08-07,shorne,Roadmap,9,49,5.444444444
2018-08-07,shorne,Saga Creation,11,30,2.727272727
2018-08-08,cpetersen,Saga Creation,8,17,2.125
2018-08-08,zhodges,Roadmap,9,50,5.555555556
2018-08-08,eberry,Reporting,10,31,3.1
2018-08-08,qwyatt,Account Managment,8,15,1.875
2018-08-08,ecoleman,Automation,13,20,1.538461538
2018-08-09,nclarke,Saga Creation,10,22,2.2
2018-08-09,akeller,Automation,16,13,0.8125
2018-08-09,skelly,Task Creation,13,12,0.9230769231
2018-08-09,oherman,Roadmap,12,59,4.916666667
2018-08-09,ahanna,Reporting,12,34,2.833333333
2018-08-10,kvilla,Reporting,10,35,3.5
2018-08-10,shardin,Roadmap,11,57,5.181818182
2018-08-10,rconway,Saga Creation,8,21,2.625
2018-08-10,twright,Account Managment,12,18,1.5
2018-08-10,evega,Automation,17,1,0.05882352941
2018-08-10,jbeasley,Task Creation,13,13,1
2018-08-11,bparker,Task Creation,14,20,1.428571429
2018-08-11,nblair,Automation,17,4,0.2352941176
2018-08-11,yfriedman,Reporting,11,25,2.272727273
2018-08-11,edillon,Roadmap,10,52,5.2
2018-08-11,rherman,Saga Creation,8,31,3.875
2018-08-12,chenson,Task Creation,16,19,1.1875
2018-08-12,cdudley,Automation,13,13,1
2018-08-13,prubio,Automation,15,19,1.266666667
2018-08-13,swise,Account Managment,9,11,1.222222222
2018-08-13,jnicholson,Reporting,9,35,3.888888889
2018-08-13,kcarr,Saga Creation,9,32,3.555555556
2018-08-14,ipierce,Saga Creation,9,23,2.555555556
2018-08-14,rherman,Task Creation,13,17,1.307692308
2018-08-14,skelly,Account Managment,9,6,0.6666666667
2018-08-14,bwise,Reporting,8,21,2.625
2018-08-14,nlane,Roadmap,10,54,5.4
2018-08-14,ahernandez,Automation,17,15,0.8823529412
2018-08-15,kgalloway,Account Managment,8,17,2.125
2018-08-15,aosborn,Task Creation,16,13,0.8125
2018-08-15,kreese,Reporting,8,20,2.5
2018-08-15,jbarajas,Automation,14,3,0.2142857143
2018-08-15,jbeasley,Saga Creation,10,26,2.6
2018-08-16,ahanna,Automation,13,7,0.5384615385
2018-08-16,sferguson,Task Creation,16,12,0.75
2018-08-16,tosborne,Saga Creation,12,24,2
2018-08-16,kdurham,Account Managment,10,23,2.3
2018-08-16,akeller,Reporting,8,27,3.375
2018-08-17,jbarajas,Account Managment,9,21,2.333333333
2018-08-17,wharvey,Automation,13,19,1.461538462
2018-08-17,rconway,Saga Creation,9,16,1.777777778
2018-08-17,ipierce,Roadmap,10,45,4.5
2018-08-17,jbarajas,Task Creation,17,11,0.6470588235
2018-08-18,fsexton,Account Managment,8,17,2.125
2018-08-18,chenson,Reporting,10,31,3.1
2018-08-18,cvillarreal,Task Creation,14,23,1.642857143
2018-08-18,kreese,Saga Creation,12,27,2.25
2018-08-18,kdurham,Automation,13,14,1.076923077
2018-08-19,amcintyre,Roadmap,8,59,7.375
2018-08-19,mforbes,Saga Creation,9,16,1.777777778
2018-08-19,chodge,Task Creation,13,24,1.846153846
2018-08-19,cdudley,Automation,17,3,0.1764705882
2018-08-19,swise,Account Managment,11,23,2.090909091
2018-08-20,bhensley,Account Managment,11,11,1
2018-08-20,bwise,Saga Creation,12,35,2.916666667
2018-08-20,kwalter,Roadmap,11,60,5.454545455
2018-08-20,cdudley,Reporting,9,33,3.666666667
2018-08-20,greilly,Automation,13,9,0.6923076923
2018-08-21,yfriedman,Reporting,12,19,1.583333333
2018-08-21,akeller,Roadmap,10,43,4.3
2018-08-21,nlane,Task Creation,16,17,1.0625
2018-08-21,cstuart,Automation,13,0,0
2018-08-21,prubio,Saga Creation,10,23,2.3
2018-08-22,lwheeler,Roadmap,10,46,4.6
2018-08-22,mmayer,Reporting,10,23,2.3
2018-08-22,ncooke,Account Managment,12,10,0.8333333333
2018-08-22,nphillips,Automation,14,3,0.2142857143
2018-08-22,mmayer,Task Creation,16,19,1.1875
2018-08-22,trusso,Saga Creation,11,30,2.727272727
2018-08-23,bedwards,Task Creation,15,20,1.333333333
2018-08-23,ecampos,Automation,16,0,0
2018-08-23,ecampos,Saga Creation,8,15,1.875
2018-08-23,ewaller,Roadmap,9,44,4.888888889
2018-08-24,cvillarreal,Automation,15,6,0.4
2018-08-24,ncooke,Task Creation,17,30,1.764705882
2018-08-24,cdudley,Account Managment,9,21,2.333333333
2018-08-24,dbriggs,Roadmap,9,44,4.888888889
2018-08-24,hjames,Reporting,11,31,2.818181818
2018-08-25,amurphy,Roadmap,9,59,6.555555556
2018-08-25,edillon,Saga Creation,11,26,2.363636364
2018-08-25,rrobles,Reporting,12,20,1.666666667
2018-08-25,cpetersen,Account Managment,12,15,1.25
2018-08-25,alara,Task Creation,15,20,1.333333333
2018-08-25,rrobles,Automation,15,17,1.133333333
2018-08-26,tduffy,Automation,15,4,0.2666666667
2018-08-26,ggiles,Task Creation,17,21,1.235294118
2018-08-26,soneill,Reporting,11,29,2.636363636
2018-08-26,edillon,Saga Creation,10,27,2.7
2018-08-26,sfox,Roadmap,11,60,5.454545455
2018-08-26,nlane,Account Managment,12,19,1.583333333
2018-08-27,kdurham,Account Managment,10,11,1.1
2018-08-27,cdudley,Task Creation,16,15,0.9375
2018-08-27,dbell,Saga Creation,12,19,1.583333333
2018-08-27,kashley,Reporting,9,15,1.666666667
2018-08-27,edillon,Roadmap,8,58,7.25
2018-08-28,mgonzalez,Roadmap,8,40,5
2018-08-28,kashley,Reporting,10,33,3.3
2018-08-28,kashley,Automation,15,14,0.9333333333
2018-08-28,alara,Account Managment,8,20,2.5
2018-08-28,zmack,Task Creation,13,25,1.923076923
2018-08-29,aortega,Saga Creation,12,16,1.333333333
2018-08-29,kflowers,Roadmap,12,53,4.416666667
2018-08-29,ofrye,Account Managment,12,17,1.416666667
2018-08-29,sshepard,Automation,16,6,0.375
2018-08-29,qwyatt,Reporting,12,16,1.333333333
2018-08-30,nphillips,Saga Creation,9,15,1.666666667
2018-08-30,twright,Reporting,12,23,1.916666667
2018-08-30,bhensley,Roadmap,11,54,4.909090909
2018-08-30,bwise,Task Creation,15,11,0.7333333333
2018-08-31,mgonzalez,Roadmap,10,56,5.6
2018-08-31,awoodward,Automation,15,13,0.8666666667
2018-08-31,cvillarreal,Reporting,11,18,1.636363636
2018-08-31,gcarroll,Account Managment,10,22,2.2
2018-08-31,dhays,Saga Creation,11,21,1.909090909
2018-09-01,kvilla,Saga Creation,21,19,0.9047619048
2018-09-01,shartman,Account Managment,21,19,0.9047619048
2018-09-01,kwalter,Reporting,22,22,1
2018-09-01,ipierce,Automation,16,7,0.4375
2018-09-01,ggiles,Task Creation,16,10,0.625
2018-09-01,dbriggs,Roadmap,21,47,2.238095238
2018-09-02,lbuck,Task Creation,16,19,1.1875
2018-09-02,greilly,Account Managment,18,25,1.388888889
2018-09-02,zhodges,Roadmap,19,54,2.842105263
2018-09-02,afuentes,Saga Creation,21,30,1.428571429
2018-09-02,lwheeler,Automation,17,13,0.7647058824
2018-09-03,shorne,Reporting,20,31,1.55
2018-09-03,evega,Roadmap,21,59,2.80952381
2018-09-03,sfox,Saga Creation,21,19,0.9047619048
2018-09-03,akeller,Task Creation,16,22,1.375
2018-09-03,rherman,Automation,14,8,0.5714285714
2018-09-03,mforbes,Account Managment,21,23,1.095238095
2018-09-04,ofrye,Reporting,19,33,1.736842105
2018-09-04,ablackwell,Saga Creation,19,21,1.105263158
2018-09-04,edillon,Account Managment,18,15,0.8333333333
2018-09-04,mkelley,Automation,14,12,0.8571428571
2018-09-05,oherman,Task Creation,14,14,1
2018-09-05,dbenton,Account Managment,20,10,0.5
2018-09-05,aosborn,Roadmap,22,47,2.136363636
2018-09-05,cstuart,Automation,13,14,1.076923077
2018-09-05,cpetersen,Reporting,20,20,1
2018-09-05,soneill,Saga Creation,21,20,0.9523809524
2018-09-06,acox,Task Creation,13,18,1.384615385
2018-09-06,nlane,Saga Creation,20,31,1.55
2018-09-06,zmack,Account Managment,19,10,0.5263157895
2018-09-06,awoodward,Automation,17,8,0.4705882353
2018-09-07,acombs,Account Managment,21,9,0.4285714286
2018-09-07,ablackwell,Automation,14,7,0.5
2018-09-07,ofrye,Reporting,21,31,1.476190476
2018-09-07,edillon,Task Creation,15,26,1.733333333
2018-09-08,bedwards,Automation,15,18,1.2
2018-09-08,oherman,Saga Creation,22,19,0.8636363636
2018-09-08,kvilla,Roadmap,20,53,2.65
2018-09-08,zmack,Task Creation,17,28,1.647058824
2018-09-09,bcastaneda,Saga Creation,22,16,0.7272727273
2018-09-09,mstephens,Reporting,21,32,1.523809524
2018-09-09,lwheeler,Account Managment,18,7,0.3888888889
2018-09-09,kkane,Roadmap,20,44,2.2
2018-09-09,acox,Task Creation,14,10,0.7142857143
2018-09-10,bwise,Task Creation,13,17,1.307692308
2018-09-10,jhansen,Saga Creation,19,21,1.105263158
2018-09-10,nclarke,Roadmap,22,42,1.909090909
2018-09-10,nphillips,Automation,13,10,0.7692307692
2018-09-10,greilly,Reporting,21,19,0.9047619048
2018-09-10,mbarron,Account Managment,19,18,0.9473684211
2018-09-11,mforbes,Roadmap,20,50,2.5
2018-09-11,edillon,Reporting,20,17,0.85
2018-09-11,acox,Automation,17,15,0.8823529412
2018-09-11,nlane,Account Managment,20,12,0.6
2018-09-11,greilly,Task Creation,13,30,2.307692308
2018-09-12,mmayer,Task Creation,14,15,1.071428571
2018-09-12,slarson,Account Managment,19,23,1.210526316
2018-09-12,lwheeler,Roadmap,21,49,2.333333333
2018-09-12,nlane,Saga Creation,22,17,0.7727272727
2018-09-12,ncooke,Automation,15,6,0.4
2018-09-12,swise,Reporting,18,18,1
2018-09-13,mgonzalez,Account Managment,20,18,0.9
2018-09-13,ipierce,Reporting,18,25,1.388888889
2018-09-13,mgonzalez,Automation,16,14,0.875
2018-09-13,bedwards,Task Creation,16,14,0.875
2018-09-13,zmack,Saga Creation,20,33,1.65
2018-09-14,rcalhoun,Roadmap,21,47,2.238095238
2018-09-14,chenson,Automation,17,20,1.176470588
2018-09-14,dbenton,Saga Creation,18,24,1.333333333
2018-09-14,chodge,Task Creation,17,25,1.470588235
2018-09-15,slarson,Reporting,18,27,1.5
2018-09-15,nlane,Account Managment,21,25,1.19047619
2018-09-15,eberry,Saga Creation,18,24,1.333333333
2018-09-15,dbriggs,Roadmap,21,55,2.619047619
2018-09-15,bcastaneda,Task Creation,16,24,1.5
2018-09-16,acox,Roadmap,19,55,2.894736842
2018-09-16,aortega,Saga Creation,18,27,1.5
2018-09-16,mforbes,Account Managment,18,13,0.7222222222
2018-09-16,amcintyre,Task Creation,16,12,0.75
2018-09-16,kreese,Automation,16,10,0.625
2018-09-17,rherman,Reporting,19,22,1.157894737
2018-09-17,sferguson,Roadmap,20,54,2.7
2018-09-17,shardin,Task Creation,15,20,1.333333333
2018-09-17,kflowers,Automation,15,9,0.6
2018-09-18,swise,Roadmap,20,44,2.2
2018-09-18,edillon,Account Managment,21,19,0.9047619048
2018-09-18,jnicholson,Task Creation,13,30,2.307692308
2018-09-18,hjames,Saga Creation,18,17,0.9444444444
2018-09-18,ncooke,Automation,14,7,0.5
2018-09-19,bedwards,Account Managment,20,8,0.4
2018-09-19,ofrye,Task Creation,14,27,1.928571429
2018-09-19,jnicholson,Automation,13,20,1.538461538
2018-09-19,bwise,Reporting,21,18,0.8571428571
2018-09-19,ecoleman,Saga Creation,21,22,1.047619048
2018-09-20,cpetersen,Saga Creation,19,16,0.8421052632
2018-09-20,bhensley,Roadmap,21,42,2
2018-09-20,nphillips,Account Managment,22,5,0.2272727273
2018-09-20,kvilla,Reporting,21,24,1.142857143
2018-09-21,nlane,Reporting,19,15,0.7894736842
2018-09-21,rcalhoun,Account Managment,21,17,0.8095238095
2018-09-21,bwise,Automation,13,1,0.07692307692
2018-09-21,nblair,Saga Creation,21,26,1.238095238
2018-09-21,rcalhoun,Task Creation,14,17,1.214285714
2018-09-21,nclarke,Roadmap,21,54,2.571428571
2018-09-22,gcarroll,Saga Creation,20,33,1.65
2018-09-22,oherman,Automation,17,13,0.7647058824
2018-09-22,kgalloway,Task Creation,15,17,1.133333333
2018-09-23,slarson,Saga Creation,21,25,1.19047619
2018-09-23,alara,Reporting,21,30,1.428571429
2018-09-23,prubio,Roadmap,20,44,2.2
2018-09-23,bcastaneda,Automation,16,1,0.0625
2018-09-24,amurphy,Account Managment,19,16,0.8421052632
2018-09-24,ahernandez,Task Creation,13,25,1.923076923
2018-09-24,ipierce,Roadmap,21,59,2.80952381
2018-09-24,nlane,Saga Creation,19,26,1.368421053
2018-09-24,agardner,Automation,15,0,0
2018-09-24,cstuart,Reporting,22,32,1.454545455
2018-09-25,cdudley,Automation,16,2,0.125
2018-09-25,mbarron,Roadmap,21,58,2.761904762
2018-09-25,wharvey,Task Creation,14,23,1.642857143
2018-09-26,bcastaneda,Task Creation,17,13,0.7647058824
2018-09-26,ncooke,Saga Creation,19,28,1.473684211
2018-09-26,yfriedman,Reporting,19,20,1.052631579
2018-09-26,kwalter,Automation,14,20,1.428571429
2018-09-26,cpetersen,Roadmap,20,42,2.1
2018-09-26,agardner,Account Managment,21,19,0.9047619048
2018-09-27,bcastaneda,Account Managment,18,11,0.6111111111
2018-09-27,mgonzalez,Task Creation,13,20,1.538461538
2018-09-27,nphillips,Automation,16,8,0.5
2018-09-27,nblair,Saga Creation,19,24,1.263157895
2018-09-27,ahernandez,Roadmap,22,41,1.863636364
2018-09-28,swise,Automation,15,17,1.133333333
2018-09-28,cstuart,Saga Creation,21,35,1.666666667
2018-09-28,amcintyre,Roadmap,20,60,3
2018-09-28,ablackwell,Reporting,20,30,1.5
2018-09-28,sshepard,Task Creation,14,23,1.642857143
2018-09-29,bwise,Reporting,20,16,0.8
2018-09-29,mstephens,Account Managment,19,25,1.315789474
2018-09-29,dbell,Roadmap,20,40,2
2018-09-29,bcastaneda,Task Creation,16,27,1.6875
2018-09-29,kcarr,Automation,14,17,1.214285714
2018-09-30,lwheeler,Reporting,21,20,0.9523809524
2018-09-30,evilla,Task Creation,17,15,0.8823529412
2018-09-30,afuentes,Automation,14,16,1.142857143
2018-09-30,jbarajas,Roadmap,18,50,2.777777778
2018-09-30,bedwards,Account Managment,19,21,1.105263158
2018-10-01,aortega,Saga Creation,17,18,1.058823529
2018-10-01,fsexton,Task Creation,14,22,1.571428571
2018-10-01,kkane,Reporting,17,33,1.941176471
2018-10-01,edillon,Account Managment,14,16,1.142857143
2018-10-01,cstuart,Automation,17,16,0.9411764706
2018-10-02,jnicholson,Automation,13,5,0.3846153846
2018-10-02,hjames,Saga Creation,15,30,2
2018-10-02,trusso,Task Creation,13,14,1.076923077
2018-10-02,sfox,Reporting,16,15,0.9375
2018-10-02,bedwards,Account Managment,15,22,1.466666667
2018-10-03,cvillarreal,Reporting,17,31,1.823529412
2018-10-03,ncooke,Account Managment,16,13,0.8125
2018-10-03,cpetersen,Automation,17,1,0.05882352941
2018-10-03,ablackwell,Task Creation,16,15,0.9375
2018-10-03,aosborn,Roadmap,15,51,3.4
2018-10-04,acombs,Saga Creation,13,30,2.307692308
2018-10-04,cstuart,Account Managment,13,7,0.5384615385
2018-10-04,agardner,Automation,16,17,1.0625
2018-10-04,rconway,Task Creation,15,25,1.666666667
2018-10-04,jhuang,Reporting,16,22,1.375
2018-10-05,agardner,Saga Creation,16,21,1.3125
2018-10-05,nclarke,Task Creation,16,11,0.6875
2018-10-05,ahernandez,Roadmap,15,45,3
2018-10-05,edillon,Reporting,15,32,2.133333333
2018-10-06,hjames,Reporting,15,31,2.066666667
2018-10-06,kflowers,Automation,14,0,0
2018-10-06,slarson,Roadmap,15,60,4
2018-10-07,oherman,Automation,16,18,1.125
2018-10-07,twright,Reporting,13,25,1.923076923
2018-10-07,ggiles,Task Creation,17,15,0.8823529412
2018-10-07,ecampos,Roadmap,13,53,4.076923077
2018-10-07,ehodges,Account Managment,16,21,1.3125
2018-10-08,shumphrey,Automation,13,5,0.3846153846
2018-10-08,shartman,Roadmap,17,58,3.411764706
2018-10-08,ehodges,Account Managment,13,11,0.8461538462
2018-10-08,oherman,Saga Creation,16,26,1.625
2018-10-08,mbarron,Task Creation,17,22,1.294117647
2018-10-09,mforbes,Reporting,15,25,1.666666667
2018-10-09,acox,Task Creation,17,29,1.705882353
2018-10-09,jgreen,Roadmap,13,42,3.230769231
2018-10-09,cstuart,Automation,17,8,0.4705882353
2018-10-09,jhansen,Account Managment,17,19,1.117647059
2018-10-09,cpetersen,Saga Creation,16,33,2.0625
2018-10-10,tosborne,Account Managment,13,23,1.769230769
2018-10-10,soneill,Automation,16,12,0.75
2018-10-10,zmack,Saga Creation,16,19,1.1875
2018-10-10,ecoleman,Reporting,13,19,1.461538462
2018-10-10,dhays,Roadmap,14,56,4
2018-10-11,hjames,Automation,15,11,0.7333333333
2018-10-11,kalvarado,Account Managment,16,11,0.6875
2018-10-11,wharvey,Roadmap,13,58,4.461538462
2018-10-11,ablackwell,Reporting,15,16,1.066666667
2018-10-11,ahernandez,Task Creation,16,12,0.75
2018-10-11,awoodward,Saga Creation,14,16,1.142857143
2018-10-12,zmack,Automation,15,12,0.8
2018-10-12,amurphy,Task Creation,13,29,2.230769231
2018-10-12,rcalhoun,Account Managment,17,18,1.058823529
2018-10-12,afuentes,Reporting,15,29,1.933333333
2018-10-12,jnicholson,Roadmap,17,40,2.352941176
2018-10-13,tosborne,Saga Creation,15,35,2.333333333
2018-10-13,sfox,Account Managment,13,23,1.769230769
2018-10-13,rcalhoun,Roadmap,13,55,4.230769231
2018-10-13,rherman,Task Creation,14,14,1
2018-10-13,ahanna,Automation,16,2,0.125
2018-10-13,mkelley,Reporting,13,19,1.461538462
2018-10-14,cpetersen,Reporting,15,28,1.866666667
2018-10-14,cdudley,Roadmap,16,54,3.375
2018-10-14,nblair,Saga Creation,13,30,2.307692308
2018-10-14,skelly,Task Creation,16,29,1.8125
2018-10-14,ahanna,Automation,13,13,1
2018-10-14,mgonzalez,Account Managment,17,20,1.176470588
2018-10-15,fsexton,Roadmap,16,40,2.5
2018-10-15,aosborn,Task Creation,17,11,0.6470588235
2018-10-15,sfox,Automation,15,3,0.2
2018-10-15,kkane,Reporting,14,29,2.071428571
2018-10-15,jhansen,Saga Creation,16,18,1.125
2018-10-16,nblair,Saga Creation,13,22,1.692307692
2018-10-16,tduffy,Task Creation,14,19,1.357142857
2018-10-16,bhensley,Roadmap,17,41,2.411764706
2018-10-17,skelly,Automation,16,1,0.0625
2018-10-17,evilla,Task Creation,16,14,0.875
2018-10-17,dbriggs,Reporting,13,27,2.076923077
2018-10-17,slarson,Saga Creation,16,32,2
2018-10-17,lbuck,Roadmap,16,42,2.625
2018-10-17,shorne,Account Managment,15,17,1.133333333
2018-10-18,ncooke,Roadmap,14,49,3.5
2018-10-18,dhays,Task Creation,14,24,1.714285714
2018-10-18,shorne,Reporting,16,20,1.25
2018-10-18,bhensley,Automation,14,17,1.214285714
2018-10-18,sferguson,Account Managment,15,7,0.4666666667
2018-10-19,ablackwell,Automation,17,4,0.2352941176
2018-10-19,zhodges,Saga Creation,16,22,1.375
2018-10-19,nphillips,Task Creation,16,26,1.625
2018-10-19,greilly,Reporting,16,29,1.8125
2018-10-20,ecoleman,Task Creation,13,29,2.230769231
2018-10-20,sfox,Roadmap,14,41,2.928571429
2018-10-20,lbuck,Saga Creation,17,23,1.352941176
2018-10-20,acombs,Automation,16,7,0.4375
2018-10-20,rcalhoun,Reporting,14,26,1.857142857
2018-10-21,dbenton,Reporting,17,20,1.176470588
2018-10-21,alara,Account Managment,15,8,0.5333333333
2018-10-21,mforbes,Automation,13,3,0.2307692308
2018-10-21,kalvarado,Roadmap,14,44,3.142857143
2018-10-21,kdurham,Saga Creation,17,17,1
2018-10-22,tosborne,Automation,16,18,1.125
2018-10-22,kashley,Roadmap,16,52,3.25
2018-10-22,kgalloway,Task Creation,13,13,1
2018-10-22,lwheeler,Saga Creation,14,23,1.642857143
2018-10-22,amcintyre,Account Managment,14,6,0.4285714286
2018-10-23,mmayer,Reporting,17,18,1.058823529
2018-10-23,twright,Automation,13,17,1.307692308
2018-10-23,jhuang,Roadmap,13,43,3.307692308
2018-10-23,shartman,Saga Creation,13,16,1.230769231
2018-10-23,edillon,Account Managment,13,6,0.4615384615
2018-10-23,edillon,Task Creation,17,18,1.058823529
2018-10-24,shorne,Task Creation,15,12,0.8
2018-10-24,rcalhoun,Saga Creation,14,28,2
2018-10-24,rconway,Account Managment,16,14,0.875
2018-10-24,prubio,Roadmap,17,60,3.529411765
2018-10-25,amcintyre,Roadmap,16,43,2.6875
2018-10-25,trusso,Reporting,15,34,2.266666667
2018-10-25,shartman,Task Creation,14,30,2.142857143
2018-10-25,bcastaneda,Saga Creation,13,24,1.846153846
2018-10-25,twright,Automation,15,1,0.06666666667
2018-10-25,jbarajas,Account Managment,15,22,1.466666667
2018-10-26,gcarroll,Automation,14,16,1.142857143
2018-10-26,bedwards,Saga Creation,15,34,2.266666667
2018-10-26,ahernandez,Account Managment,16,9,0.5625
2018-10-26,swise,Task Creation,13,20,1.538461538
2018-10-26,oherman,Roadmap,16,42,2.625
2018-10-26,jbarajas,Reporting,13,33,2.538461538
2018-10-27,tduffy,Task Creation,17,25,1.470588235
2018-10-27,nphillips,Saga Creation,15,31,2.066666667
2018-10-27,afuentes,Reporting,14,15,1.071428571
2018-10-27,aortega,Automation,17,10,0.5882352941
2018-10-27,ahanna,Account Managment,15,17,1.133333333
2018-10-28,kdurham,Task Creation,14,30,2.142857143
2018-10-28,tosborne,Saga Creation,14,24,1.714285714
2018-10-28,cstuart,Automation,16,9,0.5625
2018-10-28,ablackwell,Reporting,14,35,2.5
2018-10-28,kreese,Roadmap,14,55,3.928571429
2018-10-29,ecoleman,Roadmap,13,46,3.538461538
2018-10-29,rrobles,Saga Creation,16,19,1.1875
2018-10-29,greilly,Automation,15,20,1.333333333
2018-10-29,twright,Task Creation,15,10,0.6666666667
2018-10-29,soneill,Account Managment,16,14,0.875
2018-10-30,shorne,Account Managment,15,10,0.6666666667
2018-10-30,tduffy,Automation,15,7,0.4666666667
2018-10-30,alara,Saga Creation,13,25,1.923076923
2018-10-30,skelly,Task Creation,16,15,0.9375
2018-10-31,kgalloway,Reporting,13,22,1.692307692
2018-10-31,mmayer,Automation,15,20,1.333333333
2018-10-31,yfriedman,Saga Creation,13,22,1.692307692
2018-10-31,greilly,Roadmap,15,55,3.666666667
2018-10-31,qwyatt,Account Managment,17,12,0.7058823529
2018-10-31,lwheeler,Task Creation,17,20,1.176470588
2018-11-01,afuentes,Account Managment,16,16,1
2018-11-01,ecoleman,Reporting,13,23,1.769230769
2018-11-01,rcalhoun,Roadmap,16,47,2.9375
2018-11-01,sferguson,Automation,13,20,1.538461538
2018-11-01,ecoleman,Saga Creation,17,19,1.117647059
2018-11-02,aortega,Roadmap,15,41,2.733333333
